,Player,Runs,BF,4s,6s,Against,Venue,Match Date
0,Yusuf Pathan,61,21,4,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
1,Kumar Sangakkara,94,23,13,1,MI,IS Bindra Stadium,25-Apr-08
2,Virender Sehwag,51,23,2,5,PBKS,Arun Jaitley Stadium,17-May-08
3,Kumar Sangakkara,50,23,7,2,DEC,IS Bindra Stadium,23-May-08
4,Virender Sehwag,71,24,7,4,CSK,Chidambaram,02-May-08
5,James Hopes,71,24,10,3,CSK,IS Bindra Stadium,19-Apr-08
6,MS Dhoni,65,24,9,3,RCB,M. Chinnaswamy Stadium,28-Apr-08
7,David Hussey,57,24,4,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
8,Sanath Jayasuriya,114,25,9,11,CSK,Wankhede Stadium,14-May-08
9,Rahul Dravid,75,25,6,6,RR,Sawai Mansingh Stadium,17-May-08
10,Albie Morkel,71,26,6,4,RR,Chidambaram,24-May-08
11,Kamran Akmal,53,26,4,3,CSK,Chidambaram,24-May-08
12,Rohit Sharma,50,26,3,4,PBKS,IS Bindra Stadium,23-May-08
13,Shaun Marsh,115,27,11,7,RR,IS Bindra Stadium,28-May-08
14,Virender Sehwag,94,27,10,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-08
15,Dinesh Karthik,56,27,4,3,MI,Arun Jaitley Stadium,24-May-08
16,Adam Gilchrist,109,28,9,10,MI,DY Patil Stadium,27-Apr-08
17,Venugopal Rao,71,28,4,6,KKR,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
18,Yusuf Pathan,68,28,9,2,DEC,Sawai Mansingh Stadium,09-May-08
19,Wriddhiman Saha,59,28,2,4,PBKS,IS Bindra Stadium,03-May-08
20,Shane Watson,52,28,4,3,DC,Wankhede Stadium,30-May-08
21,Andrew Symonds,117,29,11,7,RR,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
22,Graeme Smith,91,29,9,4,CSK,Chidambaram,24-May-08
23,Swapnil Asnodkar,60,29,10,1,KKR,Sawai Mansingh Stadium,01-May-08
24,Yuvraj Singh,57,29,6,3,RR,Sawai Mansingh Stadium,21-Apr-08
25,Yusuf Pathan,55,29,6,2,KKR,Sawai Mansingh Stadium,01-May-08
26,Kumar Sangakkara,54,29,5,2,CSK,IS Bindra Stadium,19-Apr-08
27,Ross Taylor,53,30,3,3,CSK,M. Chinnaswamy Stadium,28-Apr-08
28,James Hopes,51,30,7,1,RR,IS Bindra Stadium,28-May-08
29,Michael Hussey,116,31,8,9,PBKS,IS Bindra Stadium,19-Apr-08
30,Sanath Jayasuriya,70,31,7,5,DC,Arun Jaitley Stadium,24-May-08
31,Rohit Sharma,66,31,6,4,DC,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-08
32,Vidyut Sivaramakrishnan,54,31,7,1,DC,Chidambaram,02-May-08
33,Brendon McCullum,158,32,10,13,RCB,M. Chinnaswamy Stadium,18-Apr-08
34,Simon Katich,75,32,11,1,DC,IS Bindra Stadium,27-Apr-08
35,Shane Watson,74,32,5,5,DC,Sawai Mansingh Stadium,11-May-08
36,Venugopal Rao,57,32,4,3,MI,Rajiv Gandhi Intl. Cricket Stadium,18-May-08
37,Suresh Raina,55,32,4,4,PBKS,Wankhede Stadium,31-May-08
38,Subramaniam Badrinath,53,32,7,2,MI,Wankhede Stadium,14-May-08
39,Wasim Jaffer,50,32,5,2,CSK,M. Chinnaswamy Stadium,28-Apr-08
40,Shikhar Dhawan,50,32,4,3,RCB,Arun Jaitley Stadium,30-Apr-08
41,Matthew Hayden,81,33,12,2,MI,Chidambaram,23-Apr-08
42,Shaun Marsh,58,33,3,4,CSK,Chidambaram,10-May-08
43,Suresh Raina,53,33,3,3,MI,Chidambaram,23-Apr-08
44,Gautam Gambhir,79,34,7,3,DEC,Arun Jaitley Stadium,15-May-08
45,Rohit Sharma,76,34,10,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01-May-08
46,Graeme Smith,75,34,8,2,RCB,Sawai Mansingh Stadium,17-May-08
47,Graeme Smith,71,34,9,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
48,Shane Watson,61,34,8,2,RCB,M. Chinnaswamy Stadium,26-Apr-08
49,Parthiv Patel,54,34,5,2,RR,Chidambaram,24-May-08
50,Sanath Jayasuriya,54,34,4,4,RCB,M. Chinnaswamy Stadium,28-May-08
51,Adam Gilchrist,54,34,7,2,CSK,Chidambaram,06-May-08
52,Shaun Marsh,84,35,11,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,01-May-08
53,Shaun Marsh,81,35,7,4,MI,Wankhede Stadium,21-May-08
54,Gautam Gambhir,80,35,11,1,CSK,Arun Jaitley Stadium,08-May-08
55,Shane Watson,76,35,5,5,PBKS,Sawai Mansingh Stadium,21-Apr-08
56,Shaun Marsh,74,35,9,2,RCB,IS Bindra Stadium,12-May-08
57,Niraj Patel,57,35,10,0,PBKS,IS Bindra Stadium,28-May-08
58,Gautam Gambhir,50,35,5,1,CSK,Chidambaram,02-May-08
59,Gautam Gambhir,86,36,11,1,RCB,Arun Jaitley Stadium,30-Apr-08
60,Yusuf Pathan,56,36,3,4,CSK,DY Patil Stadium,01-Jun-08
61,Shikhar Dhawan,68,37,8,0,DEC,Arun Jaitley Stadium,15-May-08
62,Subramaniam Badrinath,64,37,6,3,PBKS,Chidambaram,10-May-08
63,Kumar Sangakkara,64,37,7,2,KKR,Eden Gardens,25-May-08
64,Adam Gilchrist,61,37,9,1,RR,Sawai Mansingh Stadium,09-May-08
65,MS Dhoni,60,37,2,4,PBKS,Chidambaram,10-May-08
66,Gautam Gambhir,58,37,7,1,RR,Arun Jaitley Stadium,19-Apr-08
67,Sourav Ganguly,51,37,4,2,RR,Sawai Mansingh Stadium,01-May-08
68,Luke Pomersbach,79,38,10,3,MI,Wankhede Stadium,21-May-08
69,David Hussey,71,38,4,4,PBKS,IS Bindra Stadium,03-May-08
70,Sachin Tendulkar,65,38,12,0,PBKS,Wankhede Stadium,21-May-08
71,Matthew Hayden,70,39,6,3,KKR,Chidambaram,26-Apr-08
72,Rohit Sharma,57,39,5,3,RCB,M. Chinnaswamy Stadium,03-May-08
73,Shreevats Goswami,52,39,7,1,DC,M. Chinnaswamy Stadium,19-May-08
74,VVS Laxman,52,39,7,0,RCB,M. Chinnaswamy Stadium,03-May-08
75,Sourav Ganguly,91,40,11,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
76,Shaun Marsh,60,40,3,3,DEC,IS Bindra Stadium,23-May-08
77,Shikhar Dhawan,59,40,6,2,CSK,Arun Jaitley Stadium,08-May-08
78,Jacques Kallis,54,40,6,1,DC,Arun Jaitley Stadium,30-Apr-08
79,Mark Boucher,50,40,5,1,KKR,Eden Gardens,08-May-08
80,Adam Gilchrist,50,40,6,1,PBKS,IS Bindra Stadium,23-May-08
81,Sourav Ganguly,86,41,6,6,PBKS,Eden Gardens,25-May-08
82,Shikhar Dhawan,52,41,8,0,RR,Arun Jaitley Stadium,19-Apr-08
83,Dwayne Bravo,64,42,8,1,KKR,Eden Gardens,29-Apr-08
84,Swapnil Asnodkar,50,42,7,1,RCB,Sawai Mansingh Stadium,17-May-08
85,Suresh Raina,54,43,5,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,27-May-08
86,Salman Butt,73,44,10,1,CSK,Eden Gardens,18-May-08
87,Rahul Dravid,66,44,9,1,PBKS,M. Chinnaswamy Stadium,05-May-08
88,Parthiv Patel,51,47,8,0,PBKS,Wankhede Stadium,31-May-08
89,Adam Gilchrist,85,17,10,5,DC,Supersport Park,22-May-09
90,Brendon McCullum,81,21,11,3,CSK,Supersport Park,18-May-09
91,Matthew Hayden,65,22,9,2,RCB,St George's Park,20-Apr-09
92,Matthew Hayden,57,22,5,3,DC,Kingsmead,23-Apr-09
93,Ross Taylor,81,24,7,5,KKR,Supersport Park,12-May-09
94,Adam Gilchrist,64,24,5,5,DC,Kingsmead,13-May-09
95,MS Dhoni,56,24,7,2,PBKS,Supersport Park,07-May-09
96,Simon Katich,50,24,3,4,CSK,Supersport Park,07-May-09
97,Suresh Raina,98,26,10,5,RR,Supersport Park,30-Apr-09
98,Graeme Smith,77,26,12,1,PBKS,Kingsmead,05-May-09
99,Yusuf Pathan,62,26,3,6,DC,Supersport Park,28-Apr-09
100,Sanath Jayasuriya,52,26,2,4,KKR,St George's Park,27-Apr-09
101,Andrew Symonds,60,28,2,4,PBKS,De Beers Diamond Oval,09-May-09
102,Yuvraj Singh,58,28,5,2,CSK,Supersport Park,07-May-09
103,Rohit Sharma,52,28,1,5,RCB,Newlands,22-Apr-09
104,Adam Gilchrist,71,31,6,5,RCB,Newlands,22-Apr-09
105,Virat Kohli,50,31,7,0,DEC,Newlands,22-Apr-09
106,Herschelle Gibbs,60,32,3,4,RCB,Supersport Park,21-May-09
107,Yuvraj Singh,50,33,3,4,RCB,Kingsmead,01-May-09
108,Sachin Tendulkar,68,34,6,4,KKR,St George's Park,27-Apr-09
109,Matthew Hayden,60,34,5,3,RCB,Kingsmead,14-May-09
110,Brad Hodge,71,35,4,4,CSK,Supersport Park,18-May-09
111,Dwayne Bravo,70,35,7,3,PBKS,Supersport Park,12-May-09
112,MS Dhoni,58,35,6,1,DEC,Buffalo Park,04-May-09
113,Suresh Raina,52,35,3,3,KKR,Supersport Park,18-May-09
114,Manish Pandey,114,36,10,4,DEC,Supersport Park,21-May-09
115,Brad Hodge,70,36,10,1,PBKS,St George's Park,03-May-09
116,Robin Uthappa,66,36,8,2,MI,New Wanderers Stadium,03-May-09
117,JP Duminy,59,37,2,3,RCB,St George's Park,10-May-09
118,Ajinkya Rahane,56,37,5,2,DC,Supersport Park,21-May-09
119,JP Duminy,52,37,1,4,KKR,Buffalo Park,01-May-09
120,Rob Quiney,51,37,5,2,MI,Kingsmead,14-May-09
121,Jacques Kallis,62,38,5,2,PBKS,Kingsmead,24-Apr-09
122,Subramaniam Badrinath,59,38,9,1,RR,De Beers Diamond Oval,09-May-09
123,Herschelle Gibbs,58,38,6,2,MI,Kingsmead,25-Apr-09
124,Kumar Sangakkara,56,38,4,1,DEC,New Wanderers Stadium,17-May-09
125,Naman Ojha,52,38,3,3,RCB,Supersport Park,07-May-09
126,Jacques Kallis,69,39,5,2,MI,New Wanderers Stadium,03-May-09
127,Mahela Jayawardena,52,39,7,0,KKR,St George's Park,03-May-09
128,Sanath Jayasuriya,52,39,6,1,RCB,New Wanderers Stadium,03-May-09
129,Dwayne Bravo,50,40,1,2,RCB,New Wanderers Stadium,03-May-09
130,Naman Ojha,68,41,5,5,PBKS,Kingsmead,05-May-09
131,Rahul Dravid,66,42,8,1,RR,Newlands,18-Apr-09
132,Ajinkya Rahane,62,43,4,1,RCB,St George's Park,10-May-09
133,Matthew Hayden,89,44,8,6,PBKS,Supersport Park,07-May-09
134,Brad Hodge,73,44,5,3,MI,Buffalo Park,01-May-09
135,Sachin Tendulkar,59,45,7,0,CSK,Newlands,18-Apr-09
136,JP Duminy,52,45,7,0,DEC,Supersport Park,06-May-09
137,Ravi Bopara,84,46,4,5,RCB,Kingsmead,24-Apr-09
138,Herschelle Gibbs,69,46,6,2,CSK,Kingsmead,27-Apr-09
139,JP Duminy,62,46,4,2,CSK,St George's Park,16-May-09
140,Kumar Sangakkara,60,47,7,1,RR,Newlands,26-Apr-09
141,Herschelle Gibbs,53,47,3,2,RCB,New Wanderers Stadium,24-May-09
142,Brendon McCullum,84,48,10,2,RCB,Supersport Park,12-May-09
143,Matthew Hayden,60,51,4,1,MI,St George's Park,16-May-09
144,Jacques Kallis,58,51,2,2,DC,New Wanderers Stadium,19-May-09
145,JP Duminy,59,55,4,0,PBKS,Kingsmead,29-Apr-09
146,Robin Uthappa,51,19,4,4,PBKS,M. Chinnaswamy Stadium,16-Mar-10
147,Yusuf Pathan,100,21,9,8,MI,Brabourne Stadium,13-Mar-10
148,Virender Sehwag,75,21,8,5,RR,Narendra Modi Stadium,15-Mar-10
149,Shane Watson,60,21,5,5,CSK,Chidambaram,03-Apr-10
150,Virender Sehwag,74,22,10,3,CSK,Arun Jaitley Stadium,19-Mar-10
151,Robin Uthappa,50,22,4,4,KKR,M. Chinnaswamy Stadium,10-Apr-10
152,Yusuf Pathan,73,23,2,8,DEC,Narendra Modi Stadium,26-Mar-10
153,Sachin Tendulkar,63,23,11,0,DC,Arun Jaitley Stadium,17-Mar-10
154,Matthew Hayden,93,24,9,7,DC,Arun Jaitley Stadium,19-Mar-10
155,Suresh Raina,78,24,11,3,KKR,Chidambaram,13-Apr-10
156,Kevin Pietersen,62,24,10,2,RR,Sawai Mansingh Stadium,14-Apr-10
157,Suresh Raina,57,24,3,3,MI,DY Patil Stadium,25-Apr-10
158,Andrew Symonds,53,24,5,3,RCB,M. Chinnaswamy Stadium,08-Apr-10
159,Irfan Pathan,60,25,3,5,DEC,Barabati Stadium,19-Mar-10
160,David Warner,57,25,4,4,DEC,Barabati Stadium,21-Mar-10
161,Mahela Jayawardena,110,26,14,3,KKR,Eden Gardens,04-Apr-10
162,Albie Morkel,62,26,3,5,RR,Chidambaram,03-Apr-10
163,Andrew Symonds,54,26,3,5,DC,Arun Jaitley Stadium,18-Apr-10
164,Michael Lumb,83,28,16,2,PBKS,Sawai Mansingh Stadium,07-Apr-10
165,MS Dhoni,66,28,6,3,KKR,Eden Gardens,16-Mar-10
166,Ambati Rayudu,55,28,6,2,DEC,Brabourne Stadium,03-Apr-10
167,Manoj Tiwary,50,28,6,2,RCB,Eden Gardens,14-Mar-10
168,David Warner,107,29,9,5,KKR,Arun Jaitley Stadium,29-Mar-10
169,Murali Vijay,78,29,4,6,RCB,Chidambaram,31-Mar-10
170,Shane Watson,58,29,3,3,DEC,Vidarbha Cricket Association Stadium,05-Apr-10
171,MS Dhoni,54,29,5,2,PBKS,HPCA Stadium,18-Apr-10
172,Kedar Jadhav,50,29,5,2,RCB,M. Chinnaswamy Stadium,25-Mar-10
173,Murali Vijay,127,30,8,11,RR,Chidambaram,03-Apr-10
174,Naman Ojha,94,30,8,6,CSK,Chidambaram,03-Apr-10
175,Chris Gayle,88,30,6,8,PBKS,Eden Gardens,04-Apr-10
176,Dinesh Karthik,69,30,6,4,RR,Arun Jaitley Stadium,31-Mar-10
177,Ambati Rayudu,55,30,6,2,RR,Brabourne Stadium,13-Mar-10
178,Adam Gilchrist,54,30,3,3,KKR,DY Patil Stadium,12-Mar-10
179,Saurabh Tiwary,53,30,4,2,RR,Brabourne Stadium,13-Mar-10
180,Rohit Sharma,68,31,6,3,PBKS,HPCA Stadium,16-Apr-10
181,Saurabh Tiwary,61,31,4,3,DC,Arun Jaitley Stadium,17-Mar-10
182,Virat Kohli,58,31,4,4,DEC,M. Chinnaswamy Stadium,08-Apr-10
183,Shikhar Dhawan,56,31,5,3,CSK,Brabourne Stadium,25-Mar-10
184,Saurabh Tiwary,52,31,3,4,RCB,DY Patil Stadium,21-Apr-10
185,Suresh Raina,83,32,7,3,MI,Brabourne Stadium,25-Mar-10
186,Naman Ojha,80,32,6,5,CSK,Narendra Modi Stadium,28-Mar-10
187,Rohit Sharma,73,33,8,2,RR,Vidarbha Cricket Association Stadium,05-Apr-10
188,Robin Uthappa,68,33,3,6,CSK,M. Chinnaswamy Stadium,23-Mar-10
189,Rahul Dravid,52,33,5,2,KKR,M. Chinnaswamy Stadium,10-Apr-10
190,Virender Sehwag,64,34,6,3,KKR,Eden Gardens,07-Apr-10
191,Andrew Symonds,53,34,3,3,PBKS,Barabati Stadium,19-Mar-10
192,Sachin Tendulkar,71,35,10,0,KKR,Brabourne Stadium,22-Mar-10
193,Jacques Kallis,68,35,9,1,DEC,M. Chinnaswamy Stadium,08-Apr-10
194,Subramaniam Badrinath,53,35,7,2,PBKS,HPCA Stadium,18-Apr-10
195,Manvinder Bisla,75,36,7,4,RCB,M. Chinnaswamy Stadium,16-Mar-10
196,Kumar Sangakkara,52,36,9,1,DEC,HPCA Stadium,16-Apr-10
197,Manoj Tiwary,75,37,8,2,PBKS,IS Bindra Stadium,27-Mar-10
198,Paul Collingwood,75,37,3,7,RCB,Arun Jaitley Stadium,04-Apr-10
199,Kevin Pietersen,66,37,7,1,PBKS,IS Bindra Stadium,02-Apr-10
200,Tirumalasetti Suman,55,37,4,2,CSK,Vidarbha Cricket Association Stadium,10-Apr-10
201,Shikhar Dhawan,50,37,6,0,PBKS,Brabourne Stadium,30-Mar-10
202,Sourav Ganguly,50,37,6,1,PBKS,IS Bindra Stadium,27-Mar-10
203,Angelo Mathews,65,38,5,4,DEC,DY Patil Stadium,12-Mar-10
204,Jacques Kallis,54,38,5,1,DC,Arun Jaitley Stadium,04-Apr-10
205,Suresh Raina,52,38,4,2,DEC,Vidarbha Cricket Association Stadium,10-Apr-10
206,Paul Collingwood,51,38,1,3,DEC,Arun Jaitley Stadium,18-Apr-10
207,Sourav Ganguly,88,39,9,5,DEC,Eden Gardens,01-Apr-10
208,Sourav Ganguly,75,39,11,2,RR,Eden Gardens,17-Apr-10
209,Kumar Sangakkara,56,39,6,1,MI,IS Bindra Stadium,09-Apr-10
210,Gautam Gambhir,72,40,9,1,PBKS,IS Bindra Stadium,13-Mar-10
211,Sachin Tendulkar,72,40,8,1,CSK,Brabourne Stadium,25-Mar-10
212,Murali Vijay,50,40,4,2,KKR,Chidambaram,13-Apr-10
213,Shaun Marsh,88,41,8,5,CSK,HPCA Stadium,18-Apr-10
214,Ravi Bopara,56,41,7,1,DC,IS Bindra Stadium,13-Mar-10
215,Sachin Tendulkar,55,41,9,0,DEC,DY Patil Stadium,28-Mar-10
216,Subramaniam Badrinath,55,41,6,0,MI,Brabourne Stadium,25-Mar-10
217,Jacques Kallis,52,41,7,0,CSK,Chidambaram,31-Mar-10
218,Jacques Kallis,89,42,8,5,PBKS,M. Chinnaswamy Stadium,16-Mar-10
219,Ravi Bopara,77,42,9,2,RCB,M. Chinnaswamy Stadium,16-Mar-10
220,Shaun Marsh,57,42,6,1,MI,Brabourne Stadium,30-Mar-10
221,Sourav Ganguly,56,42,8,1,DC,Eden Gardens,07-Apr-10
222,Tirumalasetti Suman,78,43,6,3,RCB,M. Chinnaswamy Stadium,08-Apr-10
223,Jacques Kallis,66,43,10,0,MI,Brabourne Stadium,20-Mar-10
224,Owais Shah,58,43,3,3,DEC,DY Patil Stadium,12-Mar-10
225,Paul Collingwood,53,43,3,2,KKR,Arun Jaitley Stadium,29-Mar-10
226,Andrew Symonds,50,43,3,3,CSK,Chidambaram,14-Mar-10
227,Herschelle Gibbs,50,43,5,1,KKR,Eden Gardens,01-Apr-10
228,Rohit Sharma,51,44,7,0,RCB,Vidarbha Cricket Association Stadium,12-Apr-10
229,Brad Hodge,50,44,7,0,RCB,Eden Gardens,14-Mar-10
230,Sachin Tendulkar,89,45,10,2,RR,Sawai Mansingh Stadium,11-Apr-10
231,Abhishek Jhunjhunwala,53,45,5,1,DC,Narendra Modi Stadium,15-Mar-10
232,Chris Gayle,75,47,7,2,MI,Brabourne Stadium,22-Mar-10
233,Jacques Kallis,65,47,7,1,KKR,Eden Gardens,14-Mar-10
234,Mahela Jayawardena,93,49,13,2,DEC,HPCA Stadium,16-Apr-10
235,Gautam Gambhir,57,51,5,0,CSK,Chidambaram,15-Apr-10
236,Brendon McCullum,57,52,8,0,MI,Eden Gardens,19-Apr-10
237,Parthiv Patel,57,53,4,2,PBKS,Chidambaram,21-Mar-10
238,Paul Valthaty,120,23,19,2,CSK,IS Bindra Stadium,13-Apr-11
239,Dinesh Karthik,69,24,7,5,KTK,Holkar Cricket Stadium,13-May-11
240,Jesse Ryder,60,24,5,5,DC,DY Patil Stadium,17-Apr-11
241,Sunny Sohal,56,24,6,4,CSK,Chidambaram,01-May-11
242,Adam Gilchrist,106,25,8,9,RCB,HPCA Stadium,17-May-11
243,Virender Sehwag,119,27,13,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,05-May-11
244,Shaun Marsh,95,27,9,6,DC,Arun Jaitley Stadium,23-Apr-11
245,Chris Gayle,89,27,9,5,MI,Chidambaram,27-May-11
246,Chris Gayle,107,28,10,9,PBKS,M. Chinnaswamy Stadium,06-May-11
247,Virender Sehwag,77,28,8,4,PBKS,Arun Jaitley Stadium,23-Apr-11
248,Gautam Gambhir,75,28,11,1,RR,Sawai Mansingh Stadium,15-Apr-11
249,MS Dhoni,63,28,5,4,DC,Chidambaram,12-May-11
250,Chris Gayle,102,29,10,7,KKR,Eden Gardens,22-Apr-11
251,Murali Vijay,95,29,4,6,RCB,Chidambaram,28-May-11
252,David Warner,77,29,7,4,PBKS,Arun Jaitley Stadium,23-Apr-11
253,Shaun Marsh,71,29,6,3,RR,IS Bindra Stadium,21-Apr-11
254,Bharat Chipli,61,29,5,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,14-Apr-11
255,Ambati Rayudu,53,29,3,4,KTK,Wankhede Stadium,15-Apr-11
256,Aiden Blizzard,51,29,7,2,KKR,Wankhede Stadium,25-May-11
257,Shane Watson,89,30,9,6,MI,Wankhede Stadium,20-May-11
258,Mahela Jayawardena,76,30,8,2,PBKS,Holkar Cricket Stadium,13-May-11
259,Yuvraj Singh,66,30,4,5,DC,DY Patil Stadium,17-Apr-11
260,Adam Gilchrist,61,30,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-11
261,Mahela Jayawardena,56,30,9,0,MI,Wankhede Stadium,15-Apr-11
262,JP Duminy,55,30,2,4,DC,Rajiv Gandhi Intl. Cricket Stadium,05-May-11
263,Tillakaratne Dilshan,52,30,8,1,KTK,M. Chinnaswamy Stadium,08-May-11
264,Rohit Sharma,87,31,8,5,CSK,Wankhede Stadium,22-Apr-11
265,Suresh Raina,59,31,6,2,DEC,Chidambaram,01-May-11
266,Virat Kohli,56,31,8,2,DC,Arun Jaitley Stadium,26-Apr-11
267,Jesse Ryder,51,31,4,2,RCB,M. Chinnaswamy Stadium,29-Apr-11
268,Michael Hussey,79,32,8,1,RR,Chidambaram,04-May-11
269,MS Dhoni,70,32,3,6,RCB,M. Chinnaswamy Stadium,22-May-11
270,Chris Gayle,70,33,7,4,RR,Sawai Mansingh Stadium,11-May-11
271,Subramaniam Badrinath,63,33,6,2,PWI,DY Patil Stadium,27-Apr-11
272,Rohit Sharma,56,33,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-11
273,Ajinkya Rahane,52,33,7,0,CSK,Sawai Mansingh Stadium,09-May-11
274,Shaun Marsh,79,34,7,5,RCB,HPCA Stadium,17-May-11
275,Chris Gayle,75,34,4,6,CSK,M. Chinnaswamy Stadium,22-May-11
276,Murali Vijay,74,34,6,4,PBKS,IS Bindra Stadium,13-Apr-11
277,Shikhar Dhawan,95,35,14,1,PBKS,HPCA Stadium,21-May-11
278,Paul Valthaty,75,35,8,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-11
279,Sunny Sohal,62,35,8,1,DC,Arun Jaitley Stadium,19-Apr-11
280,Ambati Rayudu,59,35,7,2,DC,Wankhede Stadium,07-May-11
281,Ambati Rayudu,51,35,8,1,PBKS,Wankhede Stadium,02-May-11
282,Virender Sehwag,80,36,8,5,KTK,Jawaharlal Nehru Stadium,30-Apr-11
283,Virat Kohli,70,36,5,3,CSK,Wankhede Stadium,24-May-11
284,Virat Kohli,67,36,4,4,PWI,M. Chinnaswamy Stadium,29-Apr-11
285,Rohit Sharma,58,36,5,1,RR,Wankhede Stadium,20-May-11
286,Murali Vijay,53,36,2,3,RR,Sawai Mansingh Stadium,09-May-11
287,Adam Gilchrist,51,36,6,2,DEC,HPCA Stadium,21-May-11
