POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
1,Dale Steyn,4,8,3,0,18,8,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012
2,Dale Steyn,4,10,2,0,17,12,MI,Wankhede Stadium,29 April 2012
3,Lasith Malinga,4,13,2,0,17,12,RR,Wankhede Stadium,11 April 2012
4,Zaheer Khan,4,15,1,1,17,24,RR,M. Chinnaswamy Stadium,15 April 2012
5,Ravindra Jadeja,4,16,5,0,17,4.8,DEC,ACA-VDCA Stadium,07 April 2012
6,Praveen Kumar,4,19,0,0,17,0,PWI,IS Bindra Stadium,12 April 2012
7,Brett Lee,4,21,0,0,17,0,RCB,M. Chinnaswamy Stadium,10 April 2012
8,Praveen Kumar,4,8,0,0,16,0,RCB,M. Chinnaswamy Stadium,02 May 2012
9,Morne Morkel,4,20,4,0,16,6,PBKS,HPCA Stadium,19 May 2012
10,Ben Hilfenhaus,4,8,2,1,15,12,RR,Sawai Mansingh Stadium,10 May 2012
11,Lakshmipathy Balaji,4,11,2,0,15,12,MI,Wankhede Stadium,16 May 2012
12,Umesh Yadav,4,11,2,0,15,12,MI,Wankhede Stadium,16 April 2012
13,Parvinder Awana,4,12,2,0,15,12,CSK,HPCA Stadium,17 May 2012
14,Ajit Chandila,4,13,4,0,15,6,PWI,Sawai Mansingh Stadium,13 May 2012
15,Harbhajan Singh,4,13,2,0,15,12,DEC,Wankhede Stadium,29 April 2012
16,Brett Lee,4,15,1,0,15,24,DEC,Barabati Stadium,22 April 2012
17,Shahbaz Nadeem,4,16,2,0,15,12,MI,Wankhede Stadium,16 April 2012
18,Ashok Dinda,4,18,4,0,15,6,MI,Wankhede Stadium,06 April 2012
19,Dhawal Kulkarni,4,18,3,1,15,8,RR,Sawai Mansingh Stadium,20 May 2012
20,Ashish Nehra,4,19,2,0,15,12,MI,Maharashtra Cricket Association's International Stadium,03 May 2012
21,Ryan Harris,4,19,2,0,15,12,DC,HPCA Stadium,19 May 2012
22,Ben Hilfenhaus,4,20,1,0,15,24,PBKS,HPCA Stadium,17 May 2012
23,Shane Watson,4,22,2,1,15,12,PBKS,IS Bindra Stadium,05 May 2012
24,Johan Botha,4,22,1,0,15,24,KKR,Eden Gardens,13 April 2012
25,Azhar Mahmood,4,28,2,0,15,12,CSK,HPCA Stadium,17 May 2012
26,Dale Steyn,4,12,3,1,14,8,MI,ACA-VDCA Stadium,09 April 2012
27,Shaun Tait,4,13,3,0,14,8,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012
28,Sunil Narine,4,13,1,1,14,24,PWI,Eden Gardens,05 May 2012
29,Kieron Pollard,4,14,2,0,14,12,PBKS,Wankhede Stadium,22 April 2012
30,Zaheer Khan,4,16,0,0,14,0,MI,Wankhede Stadium,09 May 2012
31,Praveen Kumar,4,18,2,0,14,12,CSK,HPCA Stadium,17 May 2012
32,Pankaj Singh,4,18,2,0,14,12,RCB,M. Chinnaswamy Stadium,15 April 2012
33,Ankit Sharma,4,18,0,0,14,0,MI,ACA-VDCA Stadium,09 April 2012
34,KP Appanna,4,19,4,0,14,6,RR,Sawai Mansingh Stadium,23 April 2012
35,Umesh Yadav,4,19,3,1,14,8,PBKS,HPCA Stadium,19 May 2012
36,Yusuf Pathan,4,19,1,0,14,24,RCB,Eden Gardens,28 April 2012
37,Lasith Malinga,4,20,0,0,14,0,RCB,Wankhede Stadium,09 May 2012
38,Umesh Yadav,4,21,3,0,14,8,PBKS,Arun Jaitley Stadium,15 May 2012
39,Parvinder Awana,4,22,3,0,14,8,DC,Arun Jaitley Stadium,15 May 2012
40,Morne Morkel,4,22,2,1,14,12,MI,Wankhede Stadium,16 April 2012
41,Sunil Narine,4,23,2,0,14,12,DC,Arun Jaitley Stadium,07 May 2012
42,Shaun Tait,3.1,20,0,0,14,0,CSK,Sawai Mansingh Stadium,10 May 2012
43,Ben Hilfenhaus,4,27,3,0,14,8,DC,Chidambaram,12 May 2012
44,Brett Lee,4,29,2,0,14,12,RR,Sawai Mansingh Stadium,08 April 2012
45,Praveen Kumar,4,33,0,0,14,0,DC,HPCA Stadium,19 May 2012
46,Parvinder Awana,4,34,4,0,14,6,RCB,IS Bindra Stadium,20 April 2012
47,Sunil Narine,4,11,1,0,13,24,RCB,Eden Gardens,28 April 2012
48,Irfan Pathan,4,12,1,1,13,24,MI,Wankhede Stadium,16 April 2012
49,Sunil Narine,4,14,2,0,13,12,CSK,Eden Gardens,14 May 2012
50,Albie Morkel,4,15,1,0,13,24,DC,Chidambaram,12 May 2012
51,Lasith Malinga,3.5,16,2,0,13,11.5,CSK,Chidambaram,04 April 2012
52,Munaf Patel,4,17,1,0,13,24,KKR,Wankhede Stadium,16 May 2012
53,Nuwan Kulasekara,4,17,1,0,13,24,RR,Chidambaram,21 April 2012
54,Lakshmipathy Balaji,4,18,4,1,13,6,RCB,M. Chinnaswamy Stadium,10 April 2012
55,Pawan Negi,4,18,4,0,13,6,RR,Sawai Mansingh Stadium,01 May 2012
56,Siddharth Trivedi,4,18,2,0,13,12,CSK,Sawai Mansingh Stadium,10 May 2012
57,Shaun Tait,4,18,2,0,13,12,PBKS,IS Bindra Stadium,05 May 2012
58,Harbhajan Singh,4,18,2,0,13,12,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012
59,Sunil Narine,4,19,5,0,13,4.8,PBKS,Eden Gardens,15 April 2012
60,Morne Morkel,4,19,2,0,13,12,CSK,Arun Jaitley Stadium,10 April 2012
61,Ravichandran Ashwin,4,19,1,0,13,24,RR,Chidambaram,21 April 2012
62,Albie Morkel,4,20,0,0,13,0,MI,Chidambaram,04 April 2012
63,Alfonso Thomas,4,22,3,0,13,8,DC,Arun Jaitley Stadium,21 April 2012
64,Ashish Nehra,4,23,3,0,13,8,RR,Sawai Mansingh Stadium,13 May 2012
65,Pragyan Ojha,4,23,1,0,13,24,PWI,Wankhede Stadium,06 April 2012
66,Dale Steyn,4,24,2,0,13,12,KKR,Barabati Stadium,22 April 2012
67,Munaf Patel,4,24,1,0,13,24,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012
68,Lasith Malinga,4,25,2,0,13,12,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012
69,Lakshmipathy Balaji,4,27,0,0,13,0,RR,Eden Gardens,13 April 2012
70,Ben Hilfenhaus,4,34,2,1,13,12,MI,Wankhede Stadium,06 May 2012
71,Rajat Bhatia,4,14,2,0,12,12,PBKS,Eden Gardens,15 April 2012
72,Praveen Kumar,4,15,2,0,12,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012
73,Sunil Narine,4,15,1,0,12,24,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012
74,Lasith Malinga,4,16,2,1,12,12,PWI,Wankhede Stadium,06 April 2012
75,Dale Steyn,4,16,2,0,12,12,RR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012
76,Rahul Sharma,4,16,1,0,12,24,MI,Wankhede Stadium,06 April 2012
77,Lasith Malinga,3.4,16,4,0,12,5.5,DEC,Wankhede Stadium,29 April 2012
78,Wayne Parnell,4,18,2,0,12,12,KKR,Maharashtra Cricket Association's International Stadium,19 May 2012
79,Vinay Kumar,4,18,2,0,12,12,KKR,M. Chinnaswamy Stadium,10 April 2012
80,Harbhajan Singh,4,18,0,0,12,0,DEC,ACA-VDCA Stadium,09 April 2012
81,Sunil Narine,3.1,15,4,0,12,4.75,MI,Wankhede Stadium,16 May 2012
82,Dale Steyn,4,19,2,0,12,12,DC,Arun Jaitley Stadium,19 April 2012
83,Munaf Patel,4,20,4,0,12,6,DEC,ACA-VDCA Stadium,09 April 2012
84,Siddharth Trivedi,4,20,2,0,12,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012
85,Brad Hogg,4,20,1,0,12,24,KKR,Eden Gardens,13 April 2012
86,Ajit Chandila,4,20,1,0,12,24,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012
87,Marlon Samuels,4,21,1,0,12,24,MI,Wankhede Stadium,06 April 2012
88,Ankeet Chavan,4,23,2,0,12,12,KKR,Sawai Mansingh Stadium,08 April 2012
89,Marlon Samuels,4,23,1,0,12,24,PBKS,Maharashtra Cricket Association's International Stadium,08 April 2012
90,Irfan Pathan,4,23,1,0,12,24,PWI,Maharashtra Cricket Association's International Stadium,24 April 2012
91,RP Singh,4,23,1,0,12,24,RCB,M. Chinnaswamy Stadium,14 May 2012
92,Munaf Patel,4,23,1,0,12,24,DEC,Wankhede Stadium,29 April 2012
93,Jacques Kallis,4,24,2,0,12,12,DC,Maharashtra Cricket Association's International Stadium,22 May 2012
94,RP Singh,4,24,2,0,12,12,DC,Wankhede Stadium,16 April 2012
95,Shakib Al Hasan,4,25,1,0,12,24,MI,Wankhede Stadium,16 May 2012
96,Irfan Pathan,4,25,1,0,12,24,CSK,Arun Jaitley Stadium,10 April 2012
97,Irfan Pathan,4,25,0,0,12,0,PBKS,HPCA Stadium,19 May 2012
98,Ravichandran Ashwin,3.5,24,3,0,12,7.66,DC,Chidambaram,25 May 2012
99,Albie Morkel,3,19,0,0,12,0,RR,Sawai Mansingh Stadium,10 May 2012
100,Kevon Cooper,4,26,4,0,12,6,PBKS,Sawai Mansingh Stadium,06 April 2012
101,Shadab Jakati,4,26,2,0,12,12,KKR,Eden Gardens,14 May 2012
102,Bhuvneshwar Kumar,4,26,2,0,12,12,KKR,Eden Gardens,05 May 2012
103,Shakib Al Hasan,4,27,1,0,12,24,MI,Eden Gardens,12 May 2012
104,Azhar Mahmood,3.2,23,2,0,12,10,DC,HPCA Stadium,19 May 2012
105,RP Singh,4,28,3,0,12,8,CSK,Wankhede Stadium,06 May 2012
106,Daniel Vettori,4,29,1,0,12,24,KKR,Eden Gardens,28 April 2012
107,Umesh Yadav,4,29,0,0,12,0,PWI,Arun Jaitley Stadium,21 April 2012
108,Varun Aaron,4,30,2,0,12,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
109,Johan Botha,4,30,1,0,12,24,RCB,M. Chinnaswamy Stadium,15 April 2012
110,Zaheer Khan,4,31,2,0,12,12,KKR,M. Chinnaswamy Stadium,10 April 2012
111,Morne Morkel,4,31,0,0,12,0,CSK,Chidambaram,12 May 2012
112,Vinay Kumar,4,34,2,0,12,12,MI,Wankhede Stadium,09 May 2012
113,Pankaj Singh,4,34,2,0,12,12,CSK,Sawai Mansingh Stadium,10 May 2012
114,Ben Hilfenhaus,4,45,1,0,12,24,MI,M. Chinnaswamy Stadium,23 May 2012
115,Kieron Pollard,4,15,2,0,11,12,CSK,Chidambaram,04 April 2012
116,Roelof van der Merwe,4,15,0,0,11,0,CSK,Arun Jaitley Stadium,10 April 2012
117,Muttiah Muralitharan,4,16,2,0,11,12,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012
118,Shakib Al Hasan,4,17,3,0,11,8,RR,Eden Gardens,13 April 2012
119,Piyush Chawla,4,18,3,0,11,8,KKR,Eden Gardens,15 April 2012
120,Shakib Al Hasan,4,18,2,0,11,12,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012
121,Pawan Negi,4,18,1,0,11,24,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012
122,Piyush Chawla,4,19,2,0,11,12,KKR,IS Bindra Stadium,18 April 2012
123,Pragyan Ojha,4,19,1,0,11,24,DC,Wankhede Stadium,16 April 2012
124,Ankit Sharma,4,19,1,0,11,24,KKR,Barabati Stadium,22 April 2012
125,Kevon Cooper,4,19,0,0,11,0,DC,Arun Jaitley Stadium,29 April 2012
126,Jacques Kallis,4,20,2,0,11,12,DC,Arun Jaitley Stadium,07 May 2012
127,Piyush Chawla,4,20,2,0,11,12,CSK,Chidambaram,28 April 2012
128,Irfan Pathan,4,20,1,0,11,24,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012
129,Zaheer Khan,4,21,2,0,11,12,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012
130,Vinay Kumar,4,22,3,0,11,8,DEC,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012
131,Murali Kartik,4,22,1,0,11,24,KKR,Eden Gardens,05 May 2012
132,Manpreet Gony,4,22,0,0,11,0,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
133,Shane Watson,3,17,0,0,11,0,MI,Sawai Mansingh Stadium,20 May 2012
134,Parvinder Awana,4,23,2,0,11,12,MI,Wankhede Stadium,22 April 2012
135,Sunil Narine,4,24,2,0,11,12,DC,Maharashtra Cricket Association's International Stadium,22 May 2012
136,Sunil Narine,4,24,2,0,11,12,PBKS,IS Bindra Stadium,18 April 2012
137,Albie Morkel,4,24,1,0,11,24,KKR,Chidambaram,30 April 2012
138,Ryan Harris,4,24,1,0,11,24,CSK,HPCA Stadium,17 May 2012
139,Lasith Malinga,4,25,3,0,11,8,CSK,Wankhede Stadium,06 May 2012
140,Pankaj Singh,4,25,2,0,11,12,DC,Arun Jaitley Stadium,29 April 2012
141,Shadab Jakati,4,25,1,0,11,24,MI,M. Chinnaswamy Stadium,23 May 2012
142,Harshal Patel,4,25,1,0,11,24,MI,M. Chinnaswamy Stadium,14 May 2012
143,Wayne Parnell,4,25,1,1,11,24,DEC,Barabati Stadium,01 May 2012
144,Varun Aaron,4,25,0,0,11,0,PBKS,HPCA Stadium,19 May 2012
145,Morne Morkel,4,26,1,0,11,24,RR,Arun Jaitley Stadium,29 April 2012
146,Harbhajan Singh,3,20,0,1,11,0,CSK,M. Chinnaswamy Stadium,23 May 2012
147,Lasith Malinga,4,27,3,0,11,8,DEC,ACA-VDCA Stadium,09 April 2012
148,RP Singh,4,27,1,0,11,24,PBKS,IS Bindra Stadium,25 April 2012
149,Manpreet Gony,4,27,1,0,11,24,PWI,Maharashtra Cricket Association's International Stadium,26 April 2012
150,Veer Pratap Singh,4,28,1,0,11,24,MI,Wankhede Stadium,29 April 2012